time_step (min),T201526 100,T201526 2,T201545 100,T201545 2,T201585 100,T201585 2,T204526 100,T204526 2,T204545 100,T204545 2,T204585 100,T204585 2,Tcurrent 100,Tcurrent 2
15.0,0.182954209079071,0.12245782690941809,0.13041014308222998,0.12093345562009716,0.19665983798218178,0.12499844572497665,0.20399075576760595,0.1229659506725298,0.20909052466178935,0.13058780711917706,0.2205650046737304,0.13465279722405654,0.18709777130560212,0.11381972293655451
30.0,0.18632710563237254,0.12451484806952351,0.13306666192802652,0.12296487070766915,0.20028540797066796,0.12709814367263306,0.20775147666327598,0.125031507190144,0.21294526357985433,0.13278139399945132,0.2246312841421485,0.13691466696441523,0.1905470575020871,0.1157316430189752
45.0,0.18984012655846527,0.12665305176717112,0.13584069573680324,0.12507645776177867,0.20406159945397917,0.12928070844284179,0.21166843379342026,0.12717858310231378,0.21696014463825009,0.13506155312931867,0.2288664940391527,0.13926580381037468,0.19413964161989838,0.11771901906990223
60.0,0.1935024734297741,0.1288775653769676,0.13874035421028452,0.127273280330769,0.20799830332084923,0.13155137378727488,0.21575188675095092,0.12941232705902905,0.22114568391972966,0.13743375228995092,0.23328172754948184,0.14171184574644968,0.1978849336293962,0.11978661678191571
75.0,0.19732418403260965,0.13119396720836107,0.1417745157160084,0.12956084728460837,0.21210630931729213,0.13391583374795601,0.22001302749282559,0.13173834051628575,0.22551335318013344,0.13990394013505636,0.23788908597660452,0.1442589265984182,0.2017931986535615,0.12193962097374111
90.0,0.2013162304166798,0.13360833787070447,0.14495292079651279,0.13194516354036523,0.21639741144092284,0.13638029508795313,0.22446408966320064,0.13416272931414852,0.23007569190477284,0.14247860096586606,0.2427017969483245,0.14691373251343265,0.20587565723795365,0.12418368333211305
105.0,0.20549063115001331,0.13612731888720475,0.1482862796785298,0.1344327879466931,0.22088452860548102,0.13895153712137187,0.2291184737561025,0.1366921625340396,0.23484643560001928,0.14516481723656227,0.2477343497487965,0.14968356641124103,0.21014460014818326,0.1265249768910124
120.0,0.20986058024976728,0.1387581797882831,0.15178639628828705,0.1370308995419478,0.2255818432301453,0.1416369801988182,0.23399089087082814,0.1393339398703901,0.23984066314261554,0.147970341102031,0.2530026507540839,0.1525764217589014,0.21461352022059543,0.12897025839242815
135.0,0.21444059576288055,0.1415088951598591,0.15546631180671966,0.13974737364335255,0.2305049609506824,0.14444476435404852,0.23909752837673182,0.14209606899870408,0.24507496658613093,0.15090367658126524,0.2585242025573393,0.15560106729196121,0.21929726430802532,0.13152693989962216
150.0,0.21924669159503196,0.14438823342526064,0.15934047145022134,0.14259086952370126,0.23567109532076813,0.14738383992786197,0.2444562414996625,0.14498735472578517,0.2505676475371672,0.15397417423357496,0.2643183111215279,0.15876714463773567,0.2242122090004841,0.1342031713164218
165.0,0.22429657696125105,0.14740585951329876,0.163424918980013,0.14557093180151526,0.24109928220399013,0.150464072366276,0.25008677570590976,0.14801750208388142,0.2563389450985625,0.15719214064281317,0.27040632623202043,0.16208528120756682,0.22937646459276095,0.1370079358131875
180.0,0.22960988880031152,0.150572454031483,0.16773752446695767,0.14869810813067375,0.2468106295989685,0.15369636386616747,0.2560110258400812,0.15119723599841706,0.2624113014860683,0.16056896550245625,0.27681192168958546,0.16556722123794287,0.2348101127626876,0.1399511605935757
195.0,0.23520846371249604,0.15389985214578417,0.17229825213311756,0.15198408635143323,0.25282860994877865,0.1570927951363572,0.26225333933098227,0.15453844074389167,0.2688096728142426,0.164117269715625,0.2835614231516246,0.16922597850054188,0.24053548466764596,0.1430438459778145
210.0,0.24111665751870248,0.15740120610186636,0.17712947673683743,0.15544185498856677,0.25917940363945036,0.16066679129070138,0.2688408724947209,0.15805432313963763,0.27556189430708855,0.1678510787061427,0.29068419338491935,0.1730760150082773,0.24657748774126276,0.14629821645983299
225.0,0.24736172249905053,0.16109117625234148,0.18225635907189996,0.15908589190065214,0.2658923044981236,0.16443331683848328,0.2758040111487787,0.16175960436957126,0.2826991114275046,0.17178602612801797,0.2982130870546058,0.1771334510658491,0.25296399147552506,0.14972789825943522
240.0,0.25397425487527414,0.16498615663763871,0.18770729386253038,0.16293238705294044,0.2730002007979806,0.16840910594547864,0.2831768695473471,0.16567074649920244,0.2902562912860418,0.17593959442272222,0.306184990198048,0.18141631331525332,0.2597262850379707,0.1533481289910057
255.0,0.26098872834026565,0.16910454268943909,0.193514446852447,0.16699950688832388,0.2805401487560033,0.17261293569129066,0.29099788525742554,0.16980622128981793,0.2982728323888608,0.18033140029538686,0.3146414634346115,0.18594482909835364,0.2668996228845657,0.1571760064831338
270.0,0.2684441336436123,0.17346705058987055,0.19971440248467331,0.17130770971115084,0.2885540600315579,0.17706595205438447,0.2993105322855598,0.17418683088276765,0.30679329559268353,0.1849835352763236,0.3236295130337652,0.19074177761957145,0.27452387883066365,0.16123078561049908
285.0,0.27638474975496763,0.1780971003815921,0.20634894963011163,0.17588012402828923,0.29708953065996013,0.181792060970416,0.30816418091146147,0.17883609249935972,0.3158682854342487,0.18992097426584564,0.3332025206105129,0.19583291120797242,0.2826443346797447,0.16553423437957093
300.0,0.284861079412039,0.18302127828913228,0.2134660408812863,0.18074300511540287,0.30620084668507275,0.18681840024534324,0.3176151408078596,0.18378070268037305,0.3255555193280486,0.19517206854899172,0.3434213709984988,0.201247463678925,0.29131263695970233,0.17011106363803918
315.0,0.29393099157309166,0.18826989817264206,0.22112097174263567,0.1859262894816922,0.3159502121961708,0.19217591265755374,0.3277279348550195,0.18905110106961587,0.3359211332264067,0.2007691445243438,0.35435582956199596,0.20701876770020533,0.30058796524984643,0.17498944892393808
330.0,0.30366112637173615,0.1938776880049886,0.22937784070252576,0.19146427280160339,0.326409259531971,0.19790004667729022,0.33857686564094536,0.19468215973945036,0.3470412872819679,0.20674923575636228,0.36608623597426515,0.213185009632042,0.3105384689550448,0.1802016685191603
345.0,0.31412863596231944,0.19988463533127288,0.2383113712421192,0.19739644484996433,0.33766092053789976,0.20403161946677528,0.350247956473666,0.20071403215837336,0.3590041553855201,0.21315498456488768,0.3787056029371456,0.21979015918169154,0.3212430475781787,0.18578488927055758
360.0,0.32542335911213627,0.2063370366931636,0.24800920462790543,0.20376852586295513,0.3498017640630593,0.21061788807682547,0.3628413760135345,0.2071932069698903,0.37191241041387,0.2200357611209256,0.3923222378146676,0.22688512333480304,0.3327935745624302,0.19178214198866073
375.0,0.3376505614519374,0.21328881123654497,0.2585748112935988,0.21063376379376564,0.3629449414910084,0.2177138903078415,0.37647449360495955,0.21417382705080712,0.3858863559450896,0.2274490642646967,0.4070630462103395,0.23452919077877965,0.34529769960330725,0.198243542394124
390.0,0.3509344213061212,0.22080316004385026,0.2701312239365876,0.2180545729893666,0.3772239337036183,0.22538413846800154,0.391285765916237,0.22171935572868762,0.40106791006414255,0.23546229100112726,0.42307773439692653,0.2427918564797551,0.3588824134263007,0.2052278334017572
405.0,0.36542250964404843,0.2289546829784186,0.2828258751213326,0.22610462468408343,0.3927973666382911,0.23370478013564622,0.40743973200730466,0.22990470240986127,0.417625725307488,0.24415499388155126,0.44054421023290047,0.25175514933311405,0.3736986292004474,0.21280435264384323
420.0,0.38129161225485575,0.23783210836351287,0.2968369386607037,0.2348715426992456,0.4098552696188875,0.24276638447063448,0.42513350495313773,0.23881896358494714,0.4357618425769658,0.25362179190632617,0.45967560223057546,0.26151663367772926,0.38992713657420097,0.22105556959928663
435.0,0.39875538907058683,0.2475418544866912,0.31238174718407663,0.24446042061342155,0.42862730846088937,0.2526775776088357,0.4446053118557103,0.2485689991111144,0.45572044465210126,0.2639761684775124,0.4807294934440023,0.2721933254729265,0.4077864344676385,0.2300803958714468
450.0,0.4180745859646038,0.25821273665929567,0.3297281203259814,0.2549984702278536,0.449393762265089,0.2635698473783634,0.46614587982116973,0.25928415880310496,0.47779952681671034,0.2753554909603295,0.5040202325566412,0.28392686811084644,0.4275431741484965,0.23999856021444543
465.0,0.43957085171679466,0.2700022772494606,0.34920984240866915,0.2666412530513469,0.47250037545167345,0.27560398424634514,0.49011384163544847,0.2711226186488389,0.5023666876763286,0.28792773963947127,0.5299355912683126,0.2968904708344766,0.4495262891250036,0.25095647346008576
480.0,0.46364574043587936,0.28310529865087375,0.3712481664134657,0.2795811663025205,0.49837878370894373,0.2889788525647887,0.5169569231340745,0.28428000943365817,0.5298808462124356,0.3019006711754102,0.5589596731387303,0.3112983574376855,0.4741464279370291,0.2631352153435529
495.0,0.49080732465640153,0.29776583193031314,0.3963822516218869,0.2940592033170759,0.5275751207543493,0.3039435462857085,0.5472416163416369,0.2990013748013922,0.5609226567501793,0.3175345178675997,0.591704997669396,0.3274188608362465,0.5019231699883449,0.27676160312194753
510.0,0.5217082336867094,0.31429394779353714,0.42531315214360177,0.3103815749994254,0.5607909062451455,0.3208145691170543,0.581695591567069,0.3155980720582221,0.5962379813562535,0.3351599360287878,0.6289583583819081,0.3455929301464167,0.5335239253904263,0.2921238352935731
525.0,0.5572012850220176,0.3330900775937238,0.45896889600336976,0.3289437280801053,0.5989428447013694,0.3400006601164165,0.6212697254601096,0.3344721940982609,0.6368014685966017,0.35520394166633906,0.6717478906537337,0.36626087370264315,0.5698208263204378,0.30959409701657137
540.0,0.5984229978053861,0.3546810552164956,0.4986033596956361,0.35026593834658115,0.6432525952019574,0.362039583333015,0.6672312170652503,0.3561527608397981,0.6839119974918759,0.37822834518937754,0.7214437534517941,0.3900019901758114,0.6119761319020256,0.32966205962031125
555.0,0.6469227740197567,0.37977509801044107,0.5459511261228869,0.3750476071638289,0.6953856299132184,0.3876542494214519,0.7213076226004205,0.3813509282926475,0.7393403131654281,0.4049883825256515,0.7799138669366812,0.41759502478326027,0.6615743351038219,0.3529859832130242
570.0,0.7048697779718935,0.40934854613396965,0.603478698992447,0.40425292107835986,0.75767361151334,0.4178412545599812,0.7859175224773765,0.41104708781917054,0.8055654605393272,0.4365252130972195,0.8497733211786738,0.45011354657884795,0.7208337276472321,0.3804733374855189
585.0,0.7753980176839264,0.44478821921219946,0.6748091233038167,0.43925143640043274,0.8334853256288994,0.45401619056515585,0.8645552810413193,0.44663381348279785,0.8861691630673505,0.4743177275416457,0.9348003976259207,0.4890824817063688,0.7929592968300909,0.4134131166121726
600.0,0.8632105369496514,0.48813632572019827,0.765475538688321,0.48205993992284846,0.9278761346654107,0.4982636353824361,0.9624647101877741,0.49016178765265295,0.986526327942471,0.5205437166393807,1.0406649678905353,0.5367474120989684,0.8827606013753524,0.4537034728685647
615.0,0.9757012310095377,0.5425366231865603,0.8843393641855926,0.5357830552630851,1.0487938319388093,0.5537925697257009,1.0878898742963514,0.5447878124943912,1.1150871211537634,0.5785556521118096,1.176280926582919,0.5965651665744431,0.9977989940811796,0.5042664049534871
630.0,1.125194695035745,0.6131071001062907,1.0464593916516378,0.605475061515758,1.2094862836882498,0.6258271644238462,1.2545724822698077,0.6156511129697968,1.2859367943265738,0.6538113059224742,1.3565064964542444,0.674163408830573,1.1506781985818577,0.5698588814265975
645.0,1.3338514875893281,0.7088094092356698,1.279451416932048,0.6999860555937367,1.4337741600045604,0.7235149986389082,1.4872211708313188,0.7117505271163225,1.5244017001020893,0.7558672953260128,1.6080578909613479,0.7793962383711772,1.3640606676218567,0.6588104052646919
660.0,1.645805458239849,0.8469681574206263,1.63937582300521,0.8364249853365493,1.7690975047630388,0.8645401108940796,1.8350444133684647,0.8504825481153162,1.8809205237026845,0.9031984085356868,1.9841417719546541,0.931313534093217,1.6830797978863927,0.7872235156108722
675.0,2.162759518367281,1.0662207249008517,2.2575254907340963,1.0529482677444086,2.32477808855856,1.0883414868282557,2.411439184242269,1.070644877286334,2.4717251638483333,1.1370071630685388,2.607368617961953,1.1724003821523965,2.2117418767972055,0.9910101343476789
690.0,3.1789863555179565,1.4747071052936143,3.5163450185506733,1.456349755435184,3.417133416994041,1.5053026883909872,3.544514403364964,1.4808262219130874,3.63312726344909,1.5726129712052206,3.8325061986383773,1.6215659041610238,3.2509843043363063,1.3706821227625277
705.0,5.987899643058988,2.5391424252678156,7.052689028616733,2.5075348432105393,6.43647052224285,2.5918217286966083,6.676403783201657,2.549678285953572,6.843313877781696,2.7077161962399536,7.2188615905867906,2.792003081726019,6.123514094905268,2.3600327936099177
720.0,30.482741122885614,14.115279951883046,31.71563183309901,13.939571072813962,32.76629141606346,14.408128083664852,33.987725293809746,14.173849578239405,34.83741842615498,15.052393973584824,36.74922797393179,15.520950984435713,31.173116792916126,13.119596303824904
735.0,10.37918831070727,4.189791353639574,12.352981228728595,4.137636274548623,11.156723323530287,4.276716485457822,11.572614144342602,4.207176380003222,11.861929497951166,4.467951775457966,12.51288904357044,4.607031986367167,10.614257035514235,3.894245905457529
750.0,4.160179511587678,1.8529326328142126,4.753356257889116,1.8298670813683948,4.471830589981877,1.891375218557247,4.638527678425284,1.8606211499628245,4.754490870385922,1.9759489071919205,5.015408052297339,2.0374570443807762,4.2543996050556885,1.7222278412879
765.0,2.5726477895870943,1.2338229158146348,2.7603801343443664,1.2184641243314722,2.7653722755666124,1.2594209016199258,2.868457465741713,1.2389425129756937,2.9401689023852455,1.315736470391549,3.101519634833224,1.3566932476799956,2.630913331859979,1.1467897640766758
780.0,1.8678715244070645,0.942426589695728,1.9021643952482918,0.9306951383717141,2.00779918215882,0.9619790085690809,2.082644208398122,0.9463370734703958,2.1347103136080676,1.0049943300904651,2.2518590503304665,1.0362782002878284,1.910175234890147,0.8759483655263196
795.0,1.4726423285369066,0.7709309209707484,1.4380683308331328,0.7613342705022319,1.5829622242286945,0.7869253384182713,1.641970540528959,0.7741298044602516,1.6830198040421749,0.8221130568028272,1.7753806469469424,0.8477041247188737,1.5059948551413953,0.7165499016491559
810.0,1.2201157071045259,0.6570153339067772,1.1515631435534175,0.6488367197917491,1.3115181032813439,0.67064635743181,1.3604077570503392,0.6597415386117795,1.394417950976603,0.7006346091868885,1.4709408873106753,0.7224442468269459,1.2477489896696028,0.6106698539216495
825.0,1.0447562955709913,0.5753638504886673,0.9586755476820912,0.5682016448809222,1.1230220110928713,0.5873008598349081,1.164885068232465,0.5777512523579205,1.1940071949382656,0.6135622803966356,1.2595319800263525,0.6326614953506038,1.068418023519456,0.5347780187114566
840.0,0.9157548371412787,0.5136961840709375,0.8206363843776501,0.5073016257629988,0.9843566803417474,0.5243537812508379,1.021050689495496,0.5158277035069148,1.0465769567328778,0.5478004950466016,1.104011058017008,0.5648526505344336,0.936494929271646,0.4774603536592963
855.0,0.8167632431930656,0.46531036170452467,0.7172730998034496,0.45951811653807795,0.8779493398085663,0.47496410364860253,0.9106767868354666,0.46724111009333313,0.9334437065063526,0.49620233592556673,0.9846692757658531,0.5116483230360913,0.8352613654256515,0.4324876390946564
870.0,0.7383137672856179,0.42622672075656,0.6371296646824476,0.4209209939421541,0.7936229867861044,0.43506959878055085,0.8232069879142756,0.4279952963613525,0.8437871626121165,0.4545239304333393,0.8900925556823154,0.4686725352717289,0.7550351592276172,0.396160935474974
885.0,0.6745475042800564,0.3939270475805685,0.5732497830968413,0.38902339138662967,0.72507980860766,0.4020998079038165,0.7521087155735842,0.39556159964521953,0.7709114334629277,0.4200798806149706,0.8132175487139364,0.4331562971321645,0.6898247125651409,0.3661396624815225
900.0,0.6216452445138714,0.36673677250963266,0.5211799444563212,0.36217158447009723,0.6682144875697844,0.37434541924219644,0.6931236175764326,0.36825850185613973,0.710451708015853,0.3910844420538382,0.7494399115045383,0.4032582768259445,0.6357243179958942,0.34086737361891295
915.0,0.5770108366664459,0.3434970171238305,0.4779439817422144,0.33922112064511367,0.6202363871484238,0.3506235112550371,0.6433570304294705,0.34492231595007183,0.6594409561902097,0.36630179834367027,0.6956297891518659,0.3777041889535937,0.590079026347027,0.31926693707774945
930.0,0.5388175913185478,0.3233790748642562,0.441481157250621,0.3193536092020466,0.5791819753371783,0.3300881843012675,0.6007722272541258,0.32472089675167126,0.6157915329354751,0.3448482250627123,0.6495849707185215,0.3555828001619403,0.5510207771846467,0.3005681027783993
945.0,0.5057425639897701,0.3057738845808302,0.4103213707379041,0.30196757066488544,0.5436292020586819,0.3121177411074072,0.5638941480025181,0.307042655886157,0.5779915017025843,0.3260742254658666,0.609710547527726,0.33622439590838127,0.5171966638710614,0.28420477239048836
960.0,0.4768038409147266,0.29022328508283124,0.3833888531876113,0.2866105470942486,0.5125225955477077,0.29624451506380467,0.5316279759327927,0.2914275310790231,0.5449186753311039,0.30949122102193627,0.5748227489773257,0.31912518899148523,0.4876025341758634,0.26975110314752726
975.0,0.45125708831409383,0.27637567247063544,0.3598789300496179,0.27293531140252725,0.4850620618289412,0.2821096075841325,0.5031437918484869,0.27752245949333343,0.5157223866446969,0.29472426483383174,0.544024224936166,0.3038985610154299,0.46147719658603137,0.25688029308473403
990.0,0.4285276281468384,0.2639564926816078,0.33917808858718956,0.2606707272125419,0.46062987206722994,0.26943276846338193,0.4778008397455835,0.2650517478379655,0.48974586073923376,0.28148057518328784,0.516622157974922,0.29024261643412785,0.4382329577041588,0.24533715502357012
1005.0,0.4081645769374518,0.2527480687374819,0.32081063955520506,0.24960182721791568,0.43874136580210177,0.25799180460339954,0.4550963924041298,0.25379681591066827,0.4664738022142103,0.2695280235084283,0.4920729742869554,0.27791800089389795,0.41740872240815463,0.23491936679334202
1020.0,0.38980911449668554,0.24257548005623164,0.30440222673918527,0.23955586827129594,0.41901084258617516,0.2476081663644507,0.43463037156425344,0.24358201731787688,0.44549613085337114,0.2586800762425341,0.46994408925384334,0.26673237433568886,0.3986375439191079,0.22546434660828396
1035.0,0.3731720497331281,0.2332964699672999,0.2896543058865575,0.2303923645320225,0.4011274471869939,0.23813664569276938,0.41608033419721835,0.23426450511238528,0.42648234255213424,0.24878503228877946,0.4498868613507483,0.25652931344951924,0.3816236815215177,0.2168398725007208
1050.0,0.3580176518507585,0.22479409739156608,0.2763259411542123,0.2219958306190506,0.3848377895329662,0.22945787534574436,0.39918344457227306,0.22572685298240458,0.4091630306865852,0.2397181868449394,0.4316170994437698,0.24718023157164026,0.36612606556862204,0.20893725234734717
1065.0,0.34415179492397385,0.21697129706744533,0.2642205900001926,0.21427040955207843,0.36993320116393136,0.2214727762597164,0.38372325566434995,0.21787159290589386,0.393316337055964,0.23137603048270705,0.4149007701870886,0.2385783971903379,0.3519461735546514,0.20166626781372798
1080.0,0.33141312942650814,0.20974679204374524,0.2531763557192903,0.20713583612619146,0.356240245393991,0.21409838523968006,0.36951986556265126,0.2106171106829322,0.37875786220170937,0.22367189027072243,0.39954335463961854,0.2306344393841968,0.33891900169572864,0.1949513751775953
1095.0,0.31966641499657555,0.2030519804883255,0.24305869331882946,0.20052436247394922,0.3436135506147764,0.20726467717896213,0.3564224836198804,0.20389451982645568,0.36533304571037206,0.21653260989833711,0.3853818104139748,0.22327292460335002,0.3269062466951027,0.18872881174019085
1110.0,0.3087974207089559,0.19682853524616917,0.23375487912740311,0.1943783875045213,0.3319303285321098,0.20091211481558702,0.3443037443444865,0.19764525116005416,0.3529113379530884,0.20989598986831481,0.37227842357248164,0.21642971717939474,0.31579109051597243,0.18294436471013142
1125.0,0.2987089785946466,0.19102653206884668,0.22516976702385705,0.1886486084331409,0.32108613204337644,0.1949897381283705,0.33305530714385156,0.1918191732807486,0.3413816898224553,0.20370879145931298,0.36011605084929954,0.21004992115454257,0.3054741645210015,0.17755163146648556
1140.0,0.28931789679761266,0.18560297497663925,0.21722249587843123,0.18329256449975162,0.3109915371500449,0.18945365910477818,0.3225844145478618,0.18637311180227556,0.33064902491155124,0.19792516418670658,0.34879439822987024,0.20408625879173314,0.29587039271811477,0.1725106489409427
1155.0,0.28055252125159313,0.18052062343230801,0.2098439089386943,0.17827347874228394,0.3015695219725103,0.1842658645823576,0.31281117352092735,0.18126967166231367,0.32063145285894734,0.19250539511246245,0.33822708136949586,0.19849778095253612,0.2869064982137246,0.16778680352214081
1170.0,0.2723507920549224,0.17574705135727697,0.20297451215755302,0.17355932872628443,0.2927533775224589,0.1793932557422906,0.3036663883539319,0.17647629223428396,0.3112580480627969,0.1874149053893035,0.32833928240769694,0.19324883240530966,0.27851901556836367,0.16334995644826478
1185.0,0.26465868108810753,0.1712538860155135,0.19656284480706177,0.16912209490328678,0.2844850282776292,0.17480687120255567,0.2950898186348212,0.17196448305291767,0.30246706410069635,0.18262343861405128,0.319065866398887,0.18830821491331307,0.27065269302912043,0.15917373637955734
1200.0,0.25742892624175795,0.16701618773107896,0.19056416857500835,0.16493714804978055,0.27671367158738747,0.17048125386658342,0.2870287679350696,0.16770920095817843,0.2942044871334417,0.17810439936467048,0.31034985532978965,0.18364850518147335,0.26325919809042375,0.15523496287038085
1215.0,0.2506199984567843,0.1630119408226136,0.18493940492493266,0.1609827465385152,0.2693946673307295,0.16639393129611335,0.27943693207724607,0.16368833891731072,0.2864228553791577,0.17383431033779573,0.3021411828085405,0.179245495095401,0.2562960611395795,0.15151317321271307
1230.0,0.24419525301030376,0.1592216330691656,0.17965426762474124,0.1572396210392597,0.26248862562255226,0.1625249864523468,0.27227345283377247,0.15988230374580326,0.2790802891546349,0.1697923638953327,0.29439567087652563,0.1750777293084198,0.2497258075209885,0.14799023156636082
1245.0,0.23812222773837277,0.15562790617597955,0.1746785499243657,0.15369062933561395,0.2559606524644238,0.1588567009099222,0.2655021354574387,0.15627366512276808,0.27213968884386475,0.16596004932459607,0.28707418396335527,0.17112612089890433,0.24351523986484835,0.1446500040805816
1260.0,0.23237205928914761,0.15221526357887427,0.16998553518475035,0.15032046776669716,0.24977972226724887,0.15537325659918366,0.25909079781368405,0.15284686218294752,0.2655680677590482,0.16232084124386148,0.28014192513604996,0.1673736300763622,0.23763484111974265,0.14147808730983513
1275.0,0.2269189948288215,0.14896982485905852,0.16555150674395236,0.14711542869898864,0.24391815297801145,0.15206048512583692,0.25301072594153595,0.14958795691241988,0.2593359940900797,0.1588599377127693,0.27356784742428886,0.16380499413962468,0.23205827519950617,0.13846157995198638
1290.0,0.22173998143453844,0.14587911828098754,0.16135533807843672,0.14406319564677972,0.23835116471275342,0.14890565600465777,0.24723621623367364,0.14648442582572585,0.2534171216395009,0.15556403899673654,0.26732415880263716,0.1604064993546075,0.2267619670768113,0.13558889002050734
1305.0,0.2168143190950076,0.1429319046934765,0.15737814833526897,0.1411526693653471,0.2330565067624235,0.14589729690703734,0.24174418853799295,0.14352498313618156,0.2477877932514474,0.1524211597768712,0.26138590385669147,0.15716578731856146,0.22172474792469643,0.13284957116738383
1320.0,0.2121233660852937,0.14011802737387313,0.15360301139673993,0.13837381956423656,0.2280141408965477,0.14302504038992225,0.23651385765606392,0.14069942997707585,0.24242670409746836,0.14942046902523032,0.2557306085906248,0.15407168985093023,0.2169275538189197,0.1302341831192777
1335.0,0.20765028769845628,0.13742828344359026,0.15001470902279834,0.13571755792354878,0.22320597127171027,0.14027949264367123,0.2315264531829513,0.13799852528360645,0.23731461451251334,0.14655215288383516,0.25033797750405995,0.1511140876039505,0.21235316877873345,0.12773417216333627
1350.0,0.20337984105039197,0.13485431330826714,0.1465995204791426,0.13317562891024437,0.21861561311516198,0.13765212063831456,0.2267649795683866,0.13541387477427946,0.232434104057603,0.1438072967644075,0.24518963415832218,0.1482837884924919,0.20798600469788653,0.12534176838610023
1365.0,0.19929819004210003,0.13238850522841972,0.14334504251314684,0.1307405155367789,0.21422819382573266,0.1351351547144759,0.2222140098030252,0.13293783512563806,0.2277693600481001,0.14117778358383504,0.24026889809952934,0.14557242276153914,0.20381191211622252,0.12304989697580027
1380.0,0.19539274564904474,0.1300239126482623,0.1402400346933348,0.12840535771903205,0.21003018129870554,0.13272150419698647,0.21785950734387427,0.1305634309579986,0.2233059950274736,0.13865620560416403,0.23556059231556503,0.14297235208211134,0.19981801689196743,0.12085210138261715
1395.0,0.1916520275731841,0.12775418232673275,0.1372742860410341,0.12616388130192036,0.20600923521367065,0.13040468403475813,0.21368867185860552,0.12828428266833214,0.2190308886550696,0.1362357877924083,0.23105087644709954,0.14047659052524608,0.19599257872030762,0.11874247651945069
1410.0,0.1880655439878609,0.1255734916518776,0.13443849961150534,0.12401033615412871,0.20215407777092764,0.1281787508147687,0.20968980514325608,0.1260945434844558,0.21493205027184104,0.13391032097315758,0.22672710181115008,0.13807873563380468,0.1923248681548415,0.11671561049801227
1425.0,0.18462368666675388,0.12347649379152159,0.1317241922695871,0.12193944200158313,0.19845438096412238,0.12603824677474051,0.20585219419290013,0.12398884438816538,0.21099849904771872,0.13167410333784346,0.22257768497107122,0.13577290811100085,0.1888050593613002,0.11476653364854883
1440.0,0.1813176392424225,0.12145826955565298,0.12912360737607287,0.11994634088897982,0.19490066796613803,0.12397815066676543,0.20216600891140502,0.12196224577787973,0.2072201591341809,0.1295218891112171,0.21859199713543376,0.1335536988890027,0.18542413629842258,0.11289067377786921
